Título do Artigo,Autores,Origem da Publicação,Ano de Publicação,Fator de Influência,Velocidade de Citação,Link do artigo
Returners and explorers dichotomy in human mobility,Albert-László Barabási,Nature communications,2015,1,40,https://pdfs.semanticscholar.org/4e24/1aff1f2bee5f247ab9a654869719c99b65b2.pdf
,Dino Pedreschi,,,,,
,Filippo Simini,,,,,
,Fosca Giannotti,,,,,
,Luca Pappalardo,,,,,
,Salvatore Rinzivillo,,,,,
SLAW : A Mobility Model for Human Walks,Injong Rhee,,2009,27,,https://pdfs.semanticscholar.org/70a3/b5294b0157bd7b547b739568602de3be76e4.pdf
,Kyunghan Lee,,,,,
,Seong Joon Kim,,,,,
,Seongik Hong,,,,,
,Song Chong,,,,,
SLAW: A New Mobility Model for Human Walks,Injong Rhee,IEEE INFOCOM 2009,2009,42,52,http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=5061995
,Kyunghan Lee,,,,,
,Seong Joon Kim,,,,,
,Seongik Hong,,,,,
,Song Chong,,,,,
Scaling identity connects human mobility and social interactions.,Albert-László Barabási,Proceedings of the National Academy of Sciences…,2016,,13,https://pdfs.semanticscholar.org/35ad/dcac2aa09f492823c2a4d7b21e392bc4dd19.pdf
,Chaoming Song,,,,,
,Dashun Wang,,,,,
,Nathan Eagle,,,,,
,Pierre Deville,,,,,
,Vincent D. Blondel,,,,,
Software architecture and mobility: A roadmap,George Edwards,Journal of Systems and Software,2010,,,http://doi.org/10.1016/j.jss.2009.11.004
,Nenad Medvidovic,,,,,
Spacial Mobility Prediction Based Routing Scheme in Delay/Disruption-Tolerant Networks,Junling Lu,2014 International Conference on Identification…,2014,,,http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=7064045
,Lichen Zhang,,,,,
,Xiaoming Wang,,,,,
,Zhipeng Cai,,,,,
Supporting location-awareness in open distributed systems,Ulf Leonhardt,,1998,18,,https://pdfs.semanticscholar.org/8e8c/4bc68303696dbeb583049927c257a5e15af5.pdf
T-Gram: A Time-Aware Language Model to Predict Human Mobility,Cheng-Te Li,ICWSM,2015,,,https://pdfs.semanticscholar.org/7378/0cfa24e690001c6f8d5b820ad21aa31515ab.pdf
,Hsun-Ping Hsieh,,,,,
,Xiaoqing Gao,,,,,
The Anatomy of Mobile Location-Based Recommender Systems,Neal Lathia,Recommender Systems Handbook,2015,,,https://pdfs.semanticscholar.org/4aa0/5bac15c268fd42ebe017c4da021c65a0ea7b.pdf
The Geography of Taste: Analyzing Cell-Phone Mobility and Social Events,Carlo Ratti,Pervasive,2010,6,24,https://pdfs.semanticscholar.org/2fc0/61117e3aace54aaac7f2e26bf1767e79d015.pdf
,Francesco Calabrese,,,,,
,Francisco C. Pereira,,,,,
,Giusy Di Lorenzo,,,,,
,Liu Liang,,,,,
The Impact of College Education on Geographic Mobility : Evidence from the Vietnam Generation,Abigail K. Wozniak,,2007,,,https://pdfs.semanticscholar.org/1aaf/26401406afc8dc53b1c48aaa90b5361d7fa2.pdf
,Ofer Malamud,,,,,
The Impact of College Graduation on Geographic Mobility : Identifying Education Using Multiple Components of Vietnam Draft Risk,Abigail K. Wozniak,,2008,2,,https://pdfs.semanticscholar.org/e13b/e6d6859e25c55266c61ef35cb59d1cc87afe.pdf
,Ofer Malamud,,,,,
The Sectorized Mobility Prediction Algorithm for Wireless Networks,Andrew Jennings,,2003,,,https://pdfs.semanticscholar.org/98f3/9d2bb526e835fb26678387d32749a6a45ac0.pdf
,Nirmala Shenoy,,,,,
,Robin Chellappa,,,,,
The future of seagrass meadows,Carlos M Duarte,,2002,27,,https://pdfs.semanticscholar.org/d686/8cd8c69e437d598e0d42cedf6d1652194d17.pdf
Towards a Specific Theory of Task _ Technology Fit for Mobile Information Systems,Judith Gebauer,,2005,2,,https://pdfs.semanticscholar.org/c63f/dfe867ee61db900bd93bd106085de290cf18.pdf
,Michael J. Shaw,,,,,
,Michele L. Gribbins,,,,,
Towards a location and mobility-aware routing protocol for improving multimedia streaming performance in MANETs,Fraser Cadger,Peer-to-Peer Networking and Applications,2015,,,https://pdfs.semanticscholar.org/f9cc/5208f385b5bef23922c4becb3d5e68b1feb2.pdf
,Jose A. Santos,,,,,
,Kevin Curran,,,,,
,Sandra Moffett,,,,,
Towards sustainable mobility behavior: research challenges for location-aware information and communication technology,Dominik Bucher,GeoInformatica,2016,,,https://pdfs.semanticscholar.org/c935/699a54057aa54b48bc503111ecebe77fb290.pdf
,Martin Raubal,,,,,
,Paul Weiser,,,,,
,Peter Kiefer,,,,,
,Simon Scheider,,,,,
Towards sustainable mobility behavior: research challenges for location-aware information and communication technology,Dominik Bucher,GeoInformatica,2016,,,https://pdfs.semanticscholar.org/c935/699a54057aa54b48bc503111ecebe77fb290.pdf
,Martin Raubal,,,,,
,Paul Weiser,,,,,
,Peter Kiefer,,,,,
,Simon Scheider,,,,,
Understanding Human Mobility from Twitter,David Newth,PloS one,2015,7,25,https://arxiv.org/pdf/1412.2154.pdf
,Jiajun Liu,,,,,
,Kun Zhao,,,,,
,Mark A. Cameron,,,,,
,Maurice AbouJaoude,,,,,
,Raja Jurdak,,,,,
Understanding Urban Human Mobility through Crowdsensed Data,Bige Tunçer,IEEE Communications Magazine,2018,,,https://arxiv.org/pdf/1805.00628.pdf
,Billy Pik Lik Lau,,,,,
,Chau Yuen,,,,,
,Erik Wilhelm,,,,,
,Yuren Zhou,,,,,
Understanding aggregate human mobility patterns using passive mobile phone location data : a home-based approach,Ling Yin,,2015,1,10,https://pdfs.semanticscholar.org/b95d/cd221d887b510843d7beed5a3b7f28b1c92a.pdf
,Qingquan Li,,,,,
,Shih-Lung Shaw,,,,,
,Yang Xu,,,,,
,Zhixiang Fang,,,,,
,Ziliang Zhao,,,,,
Understanding aggregate human mobility patterns using passive mobile phone location data : a home-based approach,Ling Yin,,2015,1,10,https://pdfs.semanticscholar.org/b95d/cd221d887b510843d7beed5a3b7f28b1c92a.pdf
,Qingquan Li,,,,,
,Shih-Lung Shaw,,,,,
,Yang Xu,,,,,
,Zhixiang Fang,,,,,
,Ziliang Zhao,,,,,
Understanding mobility based on GPS data,Quannan Li,UbiComp,2008,40,112,http://dl.acm.org/citation.cfm?id=1409677
,Wei-Ying Ma,,,,,
,Xing Xie,,,,,
,Yu Zheng,,,,,
,Yukun Chen,,,,,
Unveiling the complexity of human mobility by querying and mining massive trajectory data,Fosca Giannotti,The VLDB Journal,2011,6,32,http://doi.org/10.1007/s00778-011-0244-8
,Mirco Nanni,,,,,
,Roberto Trasarti,,,,,
Urban cycles and mobility patterns: Exploring and predicting trends in a bicycle-based public transport system,Andreas Kaltenbrunner,Pervasive and Mobile Computing,2010,11,26,http://doi.org/10.1016/j.pmcj.2010.07.002
,Jens Grivolla,,,,,
,Joan Codina,,,,,
,Rafael E. Banchs,,,,,
,Rodrigo Meza,,,,,
Urban human mobility data mining: An overview,Huy T. Vo,2016 IEEE International Conference on Big Data…,2016,,9,http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=7840811
,Kai Zhao,,,,,
,Sasu Tarkoma,,,,,
,Siyuan Liu,,,,,
Urban human mobility data mining: An overview,Huy T. Vo,2016 IEEE International Conference on Big Data…,2016,,9,http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=7840811
,Kai Zhao,,,,,
,Sasu Tarkoma,,,,,
,Siyuan Liu,,,,,
Using Google Location History data to quantify fine-scale human mobility,Andrew J. Tatem,International journal of health geographics,2018,,,https://pdfs.semanticscholar.org/321f/14b42c09cbebd367f65f15d83aeb3ad5674b.pdf
,Corrine W. Ruktanonchai,,,,,
,Jessica Rhona Floyd,,,,,
,Nick Warren Ruktanonchai,,,,,
Using Google Location History data to quantify fine-scale human mobility,Andrew J. Tatem,International journal of health geographics,2018,,,https://pdfs.semanticscholar.org/321f/14b42c09cbebd367f65f15d83aeb3ad5674b.pdf
,Corrine W. Ruktanonchai,,,,,
,Jessica Rhona Floyd,,,,,
,Nick Warren Ruktanonchai,,,,,
Using big data to study the link between human mobility and socio-economic development,Dino Pedreschi,2015 IEEE International Conference on Big Data…,2015,1,9,http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=7363835
,Fosca Giannotti,,,,,
,Luca Pappalardo,,,,,
,Zbigniew Smoreda,,,,,
Vision Paper: Using Volunteered Geographic Information to Improve Mobility Prediction,Dominik Bucher,PredictGIS'17,2017,,,http://dl.acm.org/citation.cfm?id=3152344
"Volunteered geographic information : future research directions motivated by critical , participatory , and feminist GIS",Sarah Elwood,,2008,11,14,https://pdfs.semanticscholar.org/ede7/a7d8200616ae82f4a785473ecd2c1ff1d82f.pdf
Your neighbors affect your ratings: on geographical neighborhood influence to rating prediction,Aixin Sun,SIGIR,2014,14,26,http://dl.acm.org/citation.cfm?id=2609593
,Longke Hu,,,,,
,Yong Liu,,,,,
proXimity: Ad-Hoc Networks for Enhanced Mobility,Carole A. Goble,ICCHP,2004,,,https://pdfs.semanticscholar.org/62a7/0dfbe0fde02c482ee365bf0dbf575a494d0b.pdf
,Simon Harper,,,,,
,Stephen Pettitt,,,,,
