Título do Artigo,Autores,Origem da Publicação,Ano de Publicação,Fator de Influência,Velocidade de Citação,Link do artigo
Regions of High Wall Stress Can Predict the Future Location of Rupture of Abdominal Aortic Aneurysm,Barry J. Doyle,CardioVascular and Interventional Radiology,2014,,,http://doi.org/10.1007/s00270-014-0864-7
,Janet T. Powell,,,,,
,Karol Miller,,,,,
,Paul E. Norman,,,,,
,Tim McGloughlin,,,,,
Regularity and Conformity: Location Prediction Using Heterogeneous Mobility Data,Nicholas Jing Yuan,KDD,2015,4,28,http://dl.acm.org/citation.cfm?id=2783350
,Yingzi Wang,,,,,
,Yong Rui,,,,,
Regularity and Conformity: Location Prediction Using Heterogeneous Mobility Data,Nicholas Jing Yuan,KDD,2015,4,28,http://dl.acm.org/citation.cfm?id=2783350
,Yingzi Wang,,,,,
,Yong Rui,,,,,
Remembering the past to imagine the future: the prospective brain,Daniel L. Schacter,Nature Reviews Neuroscience,2007,50,,http://doi.org/10.1038/nrn2213
,Donna Rose Addis,,,,,
,Randy L. Buckner,,,,,
Spatial Epidemiology: Current Approaches and Future Challenges,Daniel E. Wartenberg,Environmental health perspectives,2004,13,,https://pdfs.semanticscholar.org/f974/54c7cb555ba15fa7fd988020c77814db3264.pdf
,Paul Elliott,,,,,
Spintronics: a spin-based electronics vision for the future.,Daryl M. Treger,Science,2001,11,173,https://pdfs.semanticscholar.org/7432/2031929435ea80de599e5a8dd26144dfe008.pdf
,David D. Awschalom,,,,,
,S. A. Wolf,,,,,
Strategic facility location: A review,Mark S. Daskin,European Journal of Operational Research,1998,22,44,http://doi.org/10.1016/S0377-2217%2898%2900186-6
,Susan Hesse Owen,,,,,
"Systems biology, proteomics, and the future of health care: toward predictive, preventative, and personalized medicine.",Andrea D. Weston,Journal of proteome research,2004,4,,https://pdfs.semanticscholar.org/0243/70149593014c116569d7edc064cdff561f8a.pdf
,Leroy Hood,,,,,
Temperament and character traits predict future burden of depression.,Erkki Isometsä,Journal of affective disorders,2014,,,https://www.ncbi.nlm.nih.gov/pubmed/24655778
,Pekka J Jylhä,,,,,
,Tom Rosenström,,,,,
"The BUGS project: Evolution, critique and future directions.",A. Charles Thomas,Statistics in medicine,2009,97,,https://pdfs.semanticscholar.org/11dc/0c04a27ec8f864893086430329efa7448335.pdf
,David J. Lunn,,,,,
,David J. Spiegelhalter,,,,,
,Nicky Best,,,,,
The Future of Software,Charles Stannett,Commun. ACM,1999,2,,http://dl.acm.org/citation.cfm?id=322813
,David Budgen,,,,,
,Pearl Brereton,,,,,
"The Resource-Based View and Information Systems Research: Review, Extension, and Suggestions for Future Research",John Hulland,MIS Quarterly,2004,159,72,https://pdfs.semanticscholar.org/95d1/2df9687bdf4ffd0b2db7a1ec01afa215d508.pdf
,Michael R. Wade,,,,,
The biopsychosocial approach to chronic pain: scientific advances and future directions.,Dennis C. Turk,Psychological bulletin,2007,38,,https://pdfs.semanticscholar.org/6b31/81575d6940dca166b105f2785fff00fb537c.pdf
,Madelon M L Peters,,,,,
,Perry N. Fuchs,,,,,
,Robert Gatchel,,,,,
,Yuan Bo Peng,,,,,
The cognitive neuroscience of constructive memory: remembering the past and imagining the future.,Daniel L. Schacter,Philosophical transactions of the Royal Society…,2007,37,,https://pdfs.semanticscholar.org/8e51/c82554c9c1a4854538e6352db251d642b8b2.pdf
,Donna Rose Addis,,,,,
The emerging field of radiomics in esophageal cancer : current evidence and future potential,Cai Xu,,2016,1,32,https://pdfs.semanticscholar.org/34bb/155399a56024511788134602223dbb0c053d.pdf
,David V. Fried,,,,,
,Laurence E. Court,,,,,
,Lucas Goense,,,,,
,Peter van Rossum,,,,,
,Steven H. Lin,,,,,
The future of seagrass meadows,Carlos M Duarte,,2002,27,,https://pdfs.semanticscholar.org/d686/8cd8c69e437d598e0d42cedf6d1652194d17.pdf
The worldwide epidemiology of type 2 diabetes mellitus—present and future perspectives,Dianna J Magliano,Nature Reviews Endocrinology,2011,20,,http://doi.org/10.1038/nrendo.2011.183
,Lei Chen,,,,,
,Paul Zev Zimmet,,,,,
Using EEG to Predict Consumers ’ Future Choices,Dino J. Levy,,2015,3,7,https://pdfs.semanticscholar.org/a839/ca84dad2f5fbe933f004a81f68d44fd86e0e.pdf
,Ryan Webb,,,,,
Using GPS to learn significant locations and predict movement across multiple users,Daniel Ashbrook,Personal and Ubiquitous Computing,2003,89,103,http://doi.org/10.1007/s00779-003-0240-0
,Thad Starner,,,,,
Using uncleanliness to predict future botnet addresses,Joseph B. Kadane,Internet Measurement Conference,2007,13,,http://dl.acm.org/citation.cfm?id=1298319
,M. Patrick Collins,,,,,
,Timothy J. Shimeall,,,,,
Virtual teams: a review of current literature and directions for future research,Anne Powell,DATA BASE,2004,69,28,http://dl.acm.org/citation.cfm?id=968467
,Blake Ives,,,,,
,Gabriele Piccoli,,,,,
Visual Analysis of Habitat Suitability Index Model for Predicting the Locations of Fishing Grounds,Koji Koyamada,2014 IEEE Pacific Visualization Symposium,2014,,,http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=6787187
,Naohisa Sakamoto,,,,,
,Takashi Uenaka,,,,,
Visualizing uncertainty about the future.,David J. Spiegelhalter,Science,2011,7,,https://pdfs.semanticscholar.org/7aa9/0fc8be156d120f4740c68db8a191083f2a34.pdf
,Ian Short,,,,,
,Mike G Pearson,,,,,
"Whatever next? Predictive brains, situated agents, and the future of cognitive science.",Andy Clark,The Behavioral and brain sciences,2013,117,,https://pdfs.semanticscholar.org/cfae/46f54d6725cbc338f34d4c749518b0aa2479.pdf
When Will You Be at the Office? Predicting Future Locations and Times,Ingrid Burbey,MobiCASE,2010,,,https://pdfs.semanticscholar.org/8b1e/fad516c39fc44377a662da50fb332a5777c2.pdf
,Thomas L. Martin,,,,,
Where and what: Using smartphones to predict next locations and applications in daily life,Daniel Gatica-Perez,Pervasive and Mobile Computing,2014,5,40,http://doi.org/10.1016/j.pmcj.2013.03.006
,Trinh Minh Tri Do,,,,,
WhereNext: a location predictor on trajectory pattern mining,Anna Monreale,KDD,2009,40,62,http://dl.acm.org/citation.cfm?id=1557091
,Fabio Pinelli,,,,,
,Fosca Giannotti,,,,,
,Roberto Trasarti,,,,,
"Will Mobile Computing's Future Be Location, Location, Location?",Steven J. Vaughan-Nichols,Computer,2009,3,7,http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=4781962
WoLF PSORT: protein localization predictor,Kenta Nakai,Nucleic Acids Research,2007,198,,https://pdfs.semanticscholar.org/f00a/479f3f6a20ccef9d92a93526676be5871f4d.pdf
,Keun-Joon Park,,,,,
,Paul Horton,,,,,
