Título do Artigo,Autores,Origem da Publicação,Ano de Publicação,Fator de Influência,Velocidade de Citação,Link do artigo
Precision medicine for cancer with next-generation functional diagnostics,Adam A. Friedman,Nature Reviews Cancer,2015,,,http://doi.org/10.1038/nrc4015
,Anthony Letai,,,,,
,David E Fisher,,,,,
,Keith T. Flaherty,,,,,
Predicting coral bleaching hotspots: the role of regional variability in thermal stress and potential adaptation rates,Cheryl A Logan,Coral Reefs,2011,1,,http://doi.org/10.1007/s00338-011-0812-9
,J. CURRIE Currie,,,,,
,Joan A. Kleypas,,,,,
,Laura Bianucci,,,,,
,Lida T. Teneva,,,,,
,Mandy Karnauskas,,,,,
Predicting evolutionary responses to climate change in the sea.,Dustin J Marshall,Ecology letters,2013,7,48,https://pdfs.semanticscholar.org/891e/44c4ebabb87520472dcb369d76d59e911522.pdf
,John M Pandolfi,,,,,
,Keyne Monro,,,,,
,Philip L Munday,,,,,
,Robert R. Warner,,,,,
Predicting length of stay at WiFi hotspots,Justin Manweiler,2013 Proceedings IEEE INFOCOM,2013,1,9,http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=6567123
,Naveen Santhapuri,,,,,
,Romit Roy Choudhury,,,,,
,Srihari Nelakuditi,,,,,
Prediction and prevention of the next pandemic zoonosis.,Jonna A. K. Mazet,Lancet,2012,13,,https://www.ncbi.nlm.nih.gov/pubmed/23200504
,Peter Daszak,,,,,
,Stephen S. Morse,,,,,
Presence of cancer-associated mutations in exhaled breath condensates of healthy individuals by next generation sequencing,Aija Knuuttila,Oncotarget,2017,,,https://pdfs.semanticscholar.org/07e1/18342a65f807a280dd3301dc079eace6662b.pdf
,Omar Youssef,,,,,
,Päivi Piirilä,,,,,
,Sakari Knuutila,,,,,
,Tom Böhling,,,,,
,Virinder Kaur Sarhadi,,,,,
Pricing for Opportunistic Data Sharing via Personal Hotspot,Feng Wang,GLOBECOM 2017 - 2017 IEEE Global Communications…,2017,,,http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=8254691
,Jianwei Niu,,,,,
,Lingjie Duan,,,,,
Propagation Channel Models for Next-Generation Wireless Communications Systems,Andreas F. Molisch,IEICE Transactions,2014,,21,https://pdfs.semanticscholar.org/baca/26c686496d96931c9ee6acdc01d31a7ec623.pdf
Public WLAN Hotspot Deployment and Interworking,Fredrik Tufvesson,,2003,1,,https://pdfs.semanticscholar.org/870c/f7fa0c617ea36e744966aa4694b90d5097de.pdf
Recombination Hotspots and Population Structure in Plasmodium falciparum,Jianbing Mu,PLoS biology,2005,9,,https://pdfs.semanticscholar.org/65e8/a7bacd7c24ebfad35344ad9b4e668d0e8534.pdf
,Philip Awadalla,,,,,
,Xin-Zhuan Su,,,,,
Reference standards for next-generation sequencing,Ira W. Deveson,Nature Reviews Genetics,2017,,47,http://doi.org/10.1038/nrg.2017.44
,Simon A. Hardwick,,,,,
,Tim R. Mercer,,,,,
Reference standards for next-generation sequencing,Ira W. Deveson,Nature Reviews Genetics,2017,,47,http://doi.org/10.1038/nrg.2017.44
,Simon A. Hardwick,,,,,
,Tim R. Mercer,,,,,
Routine Clinical Mutation Profiling of Non-Small Cell Lung Cancer Using Next-Generation Sequencing.,Colleen M Hohman,Archives of pathology & laboratory medicine,2015,,,https://www.ncbi.nlm.nih.gov/pubmed/26125431
,Daniel J. Metzger,,,,,
,Kristin K. Deeb,,,,,
,Nicholas F Risch,,,,,
,Petr Starostik,,,,,
Sampling bias and the use of ecological niche modeling in conservation planning: a field evaluation in a biodiversity hotspot,Cristiano de Campos Nogueira,Biodiversity and Conservation,2009,3,,http://doi.org/10.1007/s10531-009-9746-8
,Gabriel C Costa,,,,,
,Guarino R Colli,,,,,
,Ricardo B. Machado,,,,,
Self-Exciting Point Process Modeling of Crime,Frédérick,,2010,8,42,https://pdfs.semanticscholar.org/965a/e5078ffa2301f88724f739cc992e7e88e6f9.pdf
,George E. Tita,,,,,
,P. Jeffrey Brantingham,,,,,
,Schoenberg,,,,,
Self-Exciting Point Process Modeling of Crime,Frédérick,,2010,8,42,https://pdfs.semanticscholar.org/965a/e5078ffa2301f88724f739cc992e7e88e6f9.pdf
,George E. Tita,,,,,
,P. Jeffrey Brantingham,,,,,
,Schoenberg,,,,,
SequenceLDhot: detecting recombination hotspots,Paul Fearnhead,Bioinformatics,2006,5,,https://pdfs.semanticscholar.org/458c/ea7a2d9a13f339590c5099fb9d2e5f569913.pdf
Spatial Statistical Model for Predicting Crime Behavior Based On the Analysis of Hotspot Mapping,C. Chandrasekar,,2011,,,https://pdfs.semanticscholar.org/e6a7/26b8d0aeaccc21245b67d3b999af768ceea0.pdf
,Mohankumar Vijaykumar,,,,,
"Spatial prediction of water quality variables along a main river channel, in presence of pollution hotspots.",Bartolomé Andreo,The Science of the total environment,2017,,,https://www.ncbi.nlm.nih.gov/pubmed/28668739
,Eulogio Pardo-Igúzquiza,,,,,
,L D Rizo-Decelis,,,,,
"Spatio-Temporal Diffusion Pattern and Hotspot Detection of Dengue in Chachoengsao Province, Thailand",Marc Souris,International journal of environmental research…,2011,6,,https://pdfs.semanticscholar.org/76f4/16845b7968561f3221eace228f96f74f0d8f.pdf
,Nitin Tripathi,,,,,
,Phaisarn Jeefoo,,,,,
Text sentiment computation for online forums hotspot detection,K. Nirmala Devi,IJICT,2016,,,http://doi.org/10.1504/IJICT.2016.076768
,V. Murali Bhaskaran,,,,,
The Columbia Hotspot Rescue Service : a Research Plan,Dan Rubenstein,,2002,2,,https://pdfs.semanticscholar.org/97fd/e10b5cd0e68f7257009caa2829f6c2f8109b.pdf
,Ed Coffman,,,,,
,Jason Nieh,,,,,
,Predrag R. Jelenkovic,,,,,
The RAC1 P29S hotspot mutation in melanoma confers resistance to pharmacological inhibition of RAF.,Ian R. Watson,Cancer research,2014,4,,https://pdfs.semanticscholar.org/8a96/1519cae2a6e3df94c76590215956aaded5e6.pdf
,Liren Li,,,,,
,Lynda Chin,,,,,
The Role of Next_Generation Sequencing in Enabling Personalized Oncology Therapy,C Cummings,Clinical and translational science,2016,,,https://pdfs.semanticscholar.org/e9ac/dad0f4e458e47618f2e81f4d1b55854efc8c.pdf
,Edward Peters,,,,,
,Fabrice Andre,,,,,
,Ludovic Lacroix,,,,,
,MR Lackner,,,,,
The utility of hotspot mapping for predicting spatial patterns of crime,Lisa A Tompson,,2007,10,35,https://pdfs.semanticscholar.org/3f79/c6efe61a620f230cf78f0345cc0446e9566f.pdf
,Sebastian Uhlig,,,,,
Towards a Next-Generation Sequencing Diagnostic Service for Tumour Genotyping: A Comparison of Panels and Platforms,Carolyn D. Hurst,BioMed research international,2015,,11,https://pdfs.semanticscholar.org/ff6a/3585f999161afa76abea427296017a88b308.pdf
,George J. Burghel,,,,,
,Margaret A Knowles,,,,,
Transient Thermal Response of Hotspots in Graphene–Silver Nanowire Hybrid Transparent Conducting Electrodes,David B. Janes,IEEE Transactions on Nanotechnology,2018,,,http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=8260861
,Sajia Sadeque,,,,,
,Yu Gong,,,,,
Translational Bioinformatics for Diagnostic and Prognostic Prediction of Prostate Cancer in the Next-Generation Sequencing Era,Bairong Shen,BioMed research international,2013,,,https://pdfs.semanticscholar.org/3201/6e5b8c32ce92a2e0b87c69b6e067ce7e8d54.pdf
,Daqing Zhang,,,,,
,Dongrong Yang,,,,,
,Jiajia Chen,,,,,
,Wenying Yan,,,,,
Understanding hotspots: a topological visual analytics approach,Christoph Garth,SIGSPATIAL/GIS,2015,,,http://dl.acm.org/citation.cfm?id=2820817
,Hans Hagen,,,,,
,Jonas Lukasczyk,,,,,
,Ross Maciejewski,,,,,
Understanding the effects of hotspots in wireless cellular networks,James Jobin,IEEE INFOCOM 2004,2004,1,,http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=1354537
,Michalis Faloutsos,,,,,
,Satish K. Tripathi,,,,,
,Srikanth V. Krishnamurthy,,,,,
Uplink user capacity in a CDMA system with hotspot microcells: effects of finite transmit power and dispersion,H. Vincent Poor,IEEE Transactions on Wireless Communications,2006,,,https://arxiv.org/pdf/cs/0503042.pdf
,Larry J. Greenstein,,,,,
,Shalinee Kishore,,,,,
,Stuart C. Schwartz,,,,,
Uplink user capacity in a multicell CDMA system with hotspot microcells,H. Vincent Poor,IEEE Transactions on Wireless Communications,2006,,,http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=1638654
,Larry J. Greenstein,,,,,
,Shalinee Kishore,,,,,
,Stuart C. Schwartz,,,,,
User location forecasting at points of interest,Edgar Ch&#225;vez,LocalPeMA '12,2012,,,http://dl.acm.org/citation.cfm?id=2365949
,J. Antonio Garc&#237;a-Mac&#237;as,,,,,
,Jorge Alvarez-Lozano,,,,,
Using image saliency and regions of interest to encourage stronger graphical passwords,Heather Crawford,ACSAC,2016,,,http://dl.acm.org/citation.cfm?id=2991108
,Mohammad N. AlShehri,,,,,
Validation of a next generation sequencing panel for detection of hotspot cancer mutations in a clinical laboratory.,Jenefer DeKoning,"Pathology, research and practice",2017,,,https://www.ncbi.nlm.nih.gov/pubmed/28049581
,Reza Shahsiah,,,,,
,Saeed Samie,,,,,
,Seyed Ziaeddin Latifzadeh,,,,,
,Zahra Mehdizadeh Kashi,,,,,
Validation of a next generation sequencing panel for detection of hotspot cancer mutations in a clinical laboratory.,Jenefer DeKoning,"Pathology, research and practice",2017,,,https://www.ncbi.nlm.nih.gov/pubmed/28049581
,Reza Shahsiah,,,,,
,Saeed Samie,,,,,
,Seyed Ziaeddin Latifzadeh,,,,,
,Zahra Mehdizadeh Kashi,,,,,
What's So Hot about Recombination Hotspots?,Jody Hey,PLoS biology,2004,2,15,https://pdfs.semanticscholar.org/5525/7a30c33139183300e344c874cd4445d7b041.pdf
Where the wild things are: predicting hotspots of seabird aggregations in the California Current System.,Diana Stralberg,Ecological applications : a publication of the…,2011,3,,https://pdfs.semanticscholar.org/9f63/eefc4a373db4d8ff27f741b8f3d897b4541c.pdf
,Jaime Jahncke,,,,,
,Nadav Nur,,,,,
WhereNext : Prediction of human mobility based on location of interest ( Hotspot ),D Hu,,2016,,,https://pdfs.semanticscholar.org/a5ea/ce4919d4a6d4b1b57a6d60b5b7f27a3f2197.pdf
,Vinayak Pawar,,,,,
Zinc-finger nucleases for somatic gene therapy: the next frontier.,J. Keith Joung,Human gene therapy,2011,1,,https://www.ncbi.nlm.nih.gov/pubmed/21631241
,Morgan L. Maeder,,,,,
,Shamim H. Rahman,,,,,
,Toni Cathomen,,,,,
_IIb_3 variants defined by next-generation sequencing: predicting variants likely to cause Glanzmann thrombasthenia.,Augusto Rendon,Proceedings of the National Academy of Sciences…,2015,1,,https://pdfs.semanticscholar.org/97ae/f00e1fac743d394eb96e9541350dc739f51a.pdf
,Barry S. Coller,,,,,
,Lorena Buitrago,,,,,
