Título do Artigo,Autores,Origem da Publicação,Ano de Publicação,Fator de Influência,Velocidade de Citação,Link do artigo
How to Do Agent-Based Simulations in the Future : From Modeling Social Mechanisms to Emergent Phenomena and Interactive Systems Design,D. Stefano,,,4,12,https://pdfs.semanticscholar.org/a946/e8bfea0a0e4c20101868b4f91f0b7b521a04.pdf
How to Do Agent-Based Simulations in the Future : From Modeling Social Mechanisms to Emergent Phenomena and Interactive Systems Design,D. Stefano,,,4,12,https://pdfs.semanticscholar.org/a946/e8bfea0a0e4c20101868b4f91f0b7b521a04.pdf
How to Save Human Lives with Complexity Science,Dirk Brockmann,ArXiv,2014,,,https://pdfs.semanticscholar.org/1977/84503167520394f3d782a003398fe1765e5d.pdf
,Dirk Helbing,,,,,
,Matja_ Perc,,,,,
"Human Mobility , Social Networks and Economic Development : a Data Science perspective",Dino Pedreschi,,2014,,,https://pdfs.semanticscholar.org/a6ed/404bf0c8375ca6290d5c173082d22e196355.pdf
,Fosca Giannotti,,,,,
"Human Mobility , Social Networks and Economic Development : a Data Science perspective",Dino Pedreschi,,2014,,,https://pdfs.semanticscholar.org/a6ed/404bf0c8375ca6290d5c173082d22e196355.pdf
,Fosca Giannotti,,,,,
Human Mobility and Spatial Disease Dynamics,Alejandro Morales Gallardo,,2009,,,https://pdfs.semanticscholar.org/3b77/c8873719fb0313f5629c045bf2d4a3434e4c.pdf
,Dirk Brockmann,,,,,
,V. David,,,,,
Human Mobility and Spatial Disease Dynamics,Alejandro Morales Gallardo,,2009,,,https://pdfs.semanticscholar.org/3b77/c8873719fb0313f5629c045bf2d4a3434e4c.pdf
,Dirk Brockmann,,,,,
,V. David,,,,,
Human mobility analysis based on social media and fuzzy clustering,Antonio F. Gómez-Skarmeta,2017 Global Internet of Things Summit (GIoTS),2017,,,http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=8016266
,Aurora González-Vidal,,,,,
,Fernando Terroso-Saenz,,,,,
,Jesús Cuenca-Jara,,,,,
,Mercedes Valdés-Vela,,,,,
Human mobility analysis based on social media and fuzzy clustering,Antonio F. Gómez-Skarmeta,2017 Global Internet of Things Summit (GIoTS),2017,,,http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=8016266
,Aurora González-Vidal,,,,,
,Fernando Terroso-Saenz,,,,,
,Jesús Cuenca-Jara,,,,,
,Mercedes Valdés-Vela,,,,,
"Human mobility in opportunistic networks: Characteristics, models and prediction methods",Behrouz Jedari,J. Network and Computer Applications,2014,,55,http://doi.org/10.1016/j.jnca.2014.03.007
,Feng Xia,,,,,
,Guowei Wu,,,,,
,Poria Pirozmand,,,,,
"Human mobility in opportunistic networks: Characteristics, models and prediction methods",Behrouz Jedari,J. Network and Computer Applications,2014,,55,http://doi.org/10.1016/j.jnca.2014.03.007
,Feng Xia,,,,,
,Guowei Wu,,,,,
,Poria Pirozmand,,,,,
"Human mobility in opportunistic networks: Characteristics, models and prediction methods",Behrouz Jedari,J. Network and Computer Applications,2014,,55,http://doi.org/10.1016/j.jnca.2014.03.007
,Feng Xia,,,,,
,Guowei Wu,,,,,
,Poria Pirozmand,,,,,
IS2Fun: Identification of Subway Station Functions Using Massive Urban Data,Amr Tolba,IEEE Access,2017,,,http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=8082741
,Azizur Rahim,,,,,
,Feng Xia,,,,,
,Jinzhong Wang,,,,,
,Xiangjie Kong,,,,,
,Zafer Al-makhadmeh,,,,,
Immersive Analytics,Bruce H. Thomas,Lecture Notes in Computer Science,2018,,,http://doi.org/10.1007/978-3-030-01388-2
,Falk Schreiber,,,,,
,Tim Dwyer,,,,,
Improving Shopping Experience of Customers using Trajectory Data Mining,Ching-Huang Yun,,2017,,,https://pdfs.semanticscholar.org/3857/40d870019bb7701213b2c3cbb9262a15a58a.pdf
,Kun-Ta Chuang,,,,,
Improving Shopping Experience of Customers using Trajectory Data Mining,Ching-Huang Yun,,2017,,,https://pdfs.semanticscholar.org/3857/40d870019bb7701213b2c3cbb9262a15a58a.pdf
,Kun-Ta Chuang,,,,,
Incentive Mechanisms for Participatory Sensing: Survey and Research Challenges,Francesco Restuccia,TOSN,2016,1,30,https://arxiv.org/pdf/1502.07687.pdf
,Jamie Payton,,,,,
,Sajal K. Das,,,,,
Incorporating Spatio-Temporal Smoothness for Air Quality Inference,Enhong Chen,2017 IEEE International Conference on Data Mining…,2017,,,http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=8215621
,Hao Guo,,,,,
,Tong Xu,,,,,
,Xiangyu Zhao,,,,,
,Yanjie Fu,,,,,
Incorporating Spatio-Temporal Smoothness for Air Quality Inference,Enhong Chen,2017 IEEE International Conference on Data Mining…,2017,,,http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=8215621
,Hao Guo,,,,,
,Tong Xu,,,,,
,Xiangyu Zhao,,,,,
,Yanjie Fu,,,,,
Indemics: An interactive high-performance computing framework for data-intensive epidemic modeling,Jiangzhuo Chen,ACM Trans. Model. Comput. Simul.,2014,,,http://dl.acm.org/citation.cfm?id=2501602
,Keith R. Bisset,,,,,
,Madhav V. Marathe,,,,,
,Suruchi Deodhar,,,,,
,Xizhou Feng,,,,,
,Yifei Ma,,,,,
Inferring human mobility patterns from taxicab location traces,Anand Ranganathan,UbiComp,2013,2,,http://dl.acm.org/citation.cfm?id=2493466
,Jiawei Han,,,,,
,Mudhakar Srivatsa,,,,,
,Raghu K. Ganti,,,,,
Intelligent Evacuation Management Systems: A Review,Ahamad Tajudin Abdul Khader,ACM TIST,2016,,,http://dl.acm.org/citation.cfm?id=2842630
,Azhar Mohd Ibrahim,,,,,
,Ibrahim Venkat,,,,,
,K. G. Subramanian,,,,,
,Philippe De Wilde,,,,,
Intelligent bus routing with heterogeneous human mobility patterns,Chuanren Liu,Knowledge and Information Systems,2016,,5,http://doi.org/10.1007/s10115-016-0948-6
,Junjie Wu,,,,,
,Yanchi Liu,,,,,
Intelligent bus routing with heterogeneous human mobility patterns,Chuanren Liu,Knowledge and Information Systems,2016,,5,http://doi.org/10.1007/s10115-016-0948-6
,Junjie Wu,,,,,
,Yanchi Liu,,,,,
KVLMM: A Trajectory Prediction Method Based on a Variable-Order Markov Model With Kernel Smoothing,Lifei Chen,IEEE Access,2018,,,http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=8345219
,Xing Wang,,,,,
,Xinhua H. Jiang,,,,,
,Yi Wu,,,,,
KVLMM: A Trajectory Prediction Method Based on a Variable-Order Markov Model With Kernel Smoothing,Lifei Chen,IEEE Access,2018,,,http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=8345219
,Xing Wang,,,,,
,Xinhua H. Jiang,,,,,
,Yi Wu,,,,,
L G ] 1 2 A ug 2 01 5 Mobility Prediction Using Non-Parametric Bayesian Model,Alexandre Proutière,,2015,,,https://pdfs.semanticscholar.org/ea08/d550d435fd4a499f127c39adabd7565fdb09.pdf
,Jaeseong Jeong,,,,,
,Mathieu Leconte,,,,,
L G ] 1 2 A ug 2 01 5 Mobility Prediction Using Non-Parametric Bayesian Model,Alexandre Proutière,,2015,,,https://pdfs.semanticscholar.org/ea08/d550d435fd4a499f127c39adabd7565fdb09.pdf
,Jaeseong Jeong,,,,,
,Mathieu Leconte,,,,,
L G ] 1 2 Ju l 2 01 5 Human Mobility Prediction Using Non-Parametric Bayesian Model,Alexandre Proutière,,2015,,,https://pdfs.semanticscholar.org/dc17/1e1963159ca918d62655713aa75f789c0153.pdf
,Jaeseong Jeong,,,,,
,Mathieu Leconte,,,,,
L G ] 1 2 Ju l 2 01 5 Human Mobility Prediction Using Non-Parametric Bayesian Model,Alexandre Proutière,,2015,,,https://pdfs.semanticscholar.org/dc17/1e1963159ca918d62655713aa75f789c0153.pdf
,Jaeseong Jeong,,,,,
,Mathieu Leconte,,,,,
Learning Individual Moving Preference and Social Interaction for Location Prediction,Guangchun Luo,IEEE Access,2018,,,http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=8290840
,Junming Shao,,,,,
,Qinli Yang,,,,,
,Ruizhi Wu,,,,,
Learning Individual Moving Preference and Social Interaction for Location Prediction,Guangchun Luo,IEEE Access,2018,,,http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=8290840
,Junming Shao,,,,,
,Qinli Yang,,,,,
,Ruizhi Wu,,,,,
Learning and user adaptation in location forecasting,Edgar Chávez,UbiComp,2013,,,http://dl.acm.org/citation.cfm?id=2495978
,J. Antonio García-Macías,,,,,
,Jorge Alvarez-Lozano,,,,,
Location deployment of depots and resource relocation for connected car-sharing systems through mobile edge computing,Fangchun Yang,IJDSN,2017,,,http://doi.org/10.1177/1550147717711621
,Jinglin Li,,,,,
,Xiaolu Zhu,,,,,
,Zhihan Liu,,,,,
Location-dependent query processing: Where we are and where we are heading,Arantza Illarramendi,ACM Comput. Surv.,2010,5,,http://dl.acm.org/citation.cfm?id=1670682
,Eduardo Mena,,,,,
,Sergio Ilarri,,,,,
Low-cost sensors for the measurement of atmospheric composition : overview of topic and future applications valid as of May 2018,Alastair C. Lewis,,2018,,,https://pdfs.semanticscholar.org/6a97/235b7dd137fe75f3509dbf9e36b5e722ffe7.pdf
,Erika von Schneidemesser,,,,,
,Richard E. Peltier,,,,,
Low-cost sensors for the measurement of atmospheric composition : overview of topic and future applications valid as of May 2018,Alastair C. Lewis,,2018,,,https://pdfs.semanticscholar.org/6a97/235b7dd137fe75f3509dbf9e36b5e722ffe7.pdf
,Erika von Schneidemesser,,,,,
,Richard E. Peltier,,,,,
"MARINE MAMMAL & TURTLE DIVISION ( MMTD ) , PUBLICATIONS Personnel from the Marine Mammal",Brian S S Cheng,,2016,,,https://pdfs.semanticscholar.org/73e2/a9c513c52d2d15dab62450c462f8b67378b6.pdf
MAS 01 Autonomous Underwater Vehicle Path Planning and Navigation Based upon Ocean Model Predictions,Lisa M. Komoroske,,,,,https://pdfs.semanticscholar.org/cb8d/de9686e53ffbd15fe7c13d309493375ab86d.pdf
Managing Andmining Sensor Data,Charu C. Aggarwal,,2013,,,https://pdfs.semanticscholar.org/e144/079a3da8a9a5b86f8ebd99da262cb9bb9d76.pdf
,Chunjie Zhou,,,,,
,Saket Sathe,,,,,
Managing and Mining Editor Sensor Data,Charu C. Aggarwal,,2012,,,https://pdfs.semanticscholar.org/a0b6/df40e37f4c72699e14938dc67f328ed205cb.pdf
Mathematical models to characterize early epidemic growth: A review.,Cécile Viboud,Physics of life reviews,2016,2,,https://www.ncbi.nlm.nih.gov/pubmed/27451336
,Gerardo Chowell,,,,,
,Lisa Sattenspiel,,,,,
,Shweta Bansal,,,,,
Mathematical models to characterize early epidemic growth: A review.,Cécile Viboud,Physics of life reviews,2016,2,,https://www.ncbi.nlm.nih.gov/pubmed/27451336
,Gerardo Chowell,,,,,
,Lisa Sattenspiel,,,,,
,Shweta Bansal,,,,,
Mathematics of Human Motion: from Animation towards Simulation (A View form the Outside),Alexander I. Zhmakin,ArXiv,2011,,,https://arxiv.org/pdf/1102.4992.pdf
Mining GPS data for mobility patterns: A survey,Miao Lin,Pervasive and Mobile Computing,2014,5,17,http://doi.org/10.1016/j.pmcj.2013.06.005
,Wen-Jing Hsu,,,,,
Mining GPS data for mobility patterns: A survey,Miao Lin,Pervasive and Mobile Computing,2014,5,17,http://doi.org/10.1016/j.pmcj.2013.06.005
,Wen-Jing Hsu,,,,,
Mining GPS data for mobility patterns: A survey,Miao Lin,Pervasive and Mobile Computing,2014,5,17,http://doi.org/10.1016/j.pmcj.2013.06.005
,Wen-Jing Hsu,,,,,
Mining Spatial and Temporal Movement Patterns of Passengers on Bus Networks,Chunjie Zhou,,2015,,,https://pdfs.semanticscholar.org/597c/349b5b7f88c248352d83bf3ee14969f0bad6.pdf
,Fusheng Wang,,,,,
,Pengfei Dai,,,,,
,Renpu Li,,,,,
Mining community and inferring friendship in mobile social networks,Ke Xu,Neurocomputing,2016,,7,http://doi.org/10.1016/j.neucom.2015.09.070
,Keju Zou,,,,,
,Xiaoyang Yu,,,,,
,Xinfang Zhang,,,,,
,Yan Huang,,,,,
Mining frequent trajectory patterns from online footprints,Charles Chang,IWGS@SIGSPATIAL,2016,,,http://dl.acm.org/citation.cfm?id=3003431
,Jing Li,,,,,
,Qunying Huang,,,,,
,Zhenglong Li,,,,,
Mining frequent trajectory patterns from online footprints,Charles Chang,IWGS@SIGSPATIAL,2016,,,http://dl.acm.org/citation.cfm?id=3003431
,Jing Li,,,,,
,Qunying Huang,,,,,
,Zhenglong Li,,,,,
Mining individual mobility patterns from mobile phone data,Rong Xie,TDMA '11,2011,,,http://dl.acm.org/citation.cfm?id=2030088
,Xiaoqing Zuo,,,,,
,Yanbing Ji,,,,,
,Yang Yue,,,,,
Mining of Sensor Data in Healthcare: A Survey,Daby M. Sow,Healthcare Data Analytics,2015,3,,https://pdfs.semanticscholar.org/91d2/1261a51ec3bba7ca1f3d2058f6256c969f7a.pdf
,Deepak S. Turaga,,,,,
,J. Michael Schmidt,,,,,
,Kiran K. Turaga,,,,,
MobiDict: a mobility prediction system leveraging realtime location data streams,Arielle Moro,IWGS@SIGSPATIAL,2016,,,http://dl.acm.org/citation.cfm?id=3003424
,Benoît Garbinato,,,,,
,Vaibhav Kulkarni,,,,,
MobiDict: a mobility prediction system leveraging realtime location data streams,Arielle Moro,IWGS@SIGSPATIAL,2016,,,http://dl.acm.org/citation.cfm?id=3003424
,Benoît Garbinato,,,,,
,Vaibhav Kulkarni,,,,,
Mobile Big Data: The Fuel for Data-Driven Wireless,Liuqing Yang,IEEE Internet of Things Journal,2017,,,http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=7945539
,Luoyang Fang,,,,,
,Shuguang Cui,,,,,
,Xiang Cheng,,,,,
Mobile Health ( mHealth ) : A Conceptual View,Sergey Pankratov,,2013,1,,https://pdfs.semanticscholar.org/06c1/4b7a7dac8f6b0616b1d434d3a25503c0631c.pdf
,Tatiana Znamenskaya,,,,,
"Mobility , Data Mining and Privacy : The GeoPKDD Paradigm",Fosca Giannotti,,2010,,,https://pdfs.semanticscholar.org/9401/3bc1500c24f32ee068290ee101836fea5326.pdf
,Roberto Trasarti,,,,,
"Mobility , Data Mining and Privacy : The GeoPKDD Paradigm",Fosca Giannotti,,2010,,,https://pdfs.semanticscholar.org/9401/3bc1500c24f32ee068290ee101836fea5326.pdf
,Roberto Trasarti,,,,,
Mobility Prediction Using Non-Parametric Bayesian Model,Alexandre Proutière,ArXiv,2015,,,https://pdfs.semanticscholar.org/b2ff/03cc2af96c78eb08e2874185e21a8bfe9c08.pdf
,Jaeseong Jeong,,,,,
,Mathieu Leconte,,,,,
Mobility Prediction Using Non-Parametric Bayesian Model,Alexandre Proutière,ArXiv,2015,,,https://pdfs.semanticscholar.org/b2ff/03cc2af96c78eb08e2874185e21a8bfe9c08.pdf
,Jaeseong Jeong,,,,,
,Mathieu Leconte,,,,,
Mobility prediction based on collective movement behaviors in public WLANs,Dinh Que Tran,2015 Science and Information Conference (SAI),2015,,,http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=7237265
,Thuy-Van T. Duong,,,,,
Mobility prediction based on collective movement behaviors in public WLANs,Dinh Que Tran,2015 Science and Information Conference (SAI),2015,,,http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=7237265
,Thuy-Van T. Duong,,,,,
Mobility prediction based on collective movement behaviors in public WLANs,Dinh Que Tran,2015 Science and Information Conference (SAI),2015,,,http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=7237265
,Thuy-Van T. Duong,,,,,
"Mobility, Data Mining and Privacy: The GeoPKDD Paradigm",G. White,,2009,1,,https://pdfs.semanticscholar.org/c0fb/b279633b359930ac3d78d961fd5886327ad3.pdf
"Mobility, Data Mining and Privacy: The GeoPKDD Paradigm",G. White,,2009,1,,https://pdfs.semanticscholar.org/c0fb/b279633b359930ac3d78d961fd5886327ad3.pdf
Model-Based Traffic Control for Sustainable Mobility,Solomon Kidane Zegeye,,2011,1,,https://pdfs.semanticscholar.org/395a/b78bb6deb01f9850232ac247f872df9a89a3.pdf
Modeling Taxi Drivers' Behaviour for the Next Destination Prediction,Alberto Rossi,ArXiv,2018,,,https://arxiv.org/pdf/1807.08173.pdf
,Bruno Lepri,,,,,
,Gianni Barlacchi,,,,,
,Monica Bianchini,,,,,
Modeling Taxi Drivers' Behaviour for the Next Destination Prediction,Alberto Rossi,ArXiv,2018,,,https://arxiv.org/pdf/1807.08173.pdf
,Bruno Lepri,,,,,
,Gianni Barlacchi,,,,,
,Monica Bianchini,,,,,
Modeling and Simulating the Web of Things from an Information Retrieval Perspective,Cristyan Manta-Caro,TWEB,2017,,,http://dl.acm.org/citation.cfm?id=3132732
,Juan M. Fernández-Luna,,,,,
Modeling of Human Movement Behavioral Knowledge from GPS Traces for Categorizing Mobile Users,Shreya Ghosh,WWW,2017,,,https://pdfs.semanticscholar.org/0c65/0f46b2dd9d496015c993bc0ee645882cb4fd.pdf
,Soumya K. Ghosh,,,,,
Modeling of Human Movement Behavioral Knowledge from GPS Traces for Categorizing Mobile Users,Shreya Ghosh,WWW,2017,,,https://pdfs.semanticscholar.org/0c65/0f46b2dd9d496015c993bc0ee645882cb4fd.pdf
,Soumya K. Ghosh,,,,,
Modelling human mobility patterns using photographic data shared online,Daniele Barchiesi,Royal Society open science,2015,,,https://pdfs.semanticscholar.org/72a0/fc1827e8c2a37ea0252553e195d82195bf9b.pdf
,Helen Susannah Moat,,,,,
,Steven Bishop,,,,,
,Tobias Preis,,,,,
Modelling human mobility patterns using photographic data shared online,Daniele Barchiesi,Royal Society open science,2015,,,https://pdfs.semanticscholar.org/72a0/fc1827e8c2a37ea0252553e195d82195bf9b.pdf
,Helen Susannah Moat,,,,,
,Steven Bishop,,,,,
,Tobias Preis,,,,,
Modelling individual routines and spatio-temporal trajectories in human mobility,Filippo Simini,ArXiv,2016,,,https://pdfs.semanticscholar.org/20f0/dfbf50504306894b59aafba1e7e8d96076de.pdf
,Luca Pappalardo,,,,,
Modelling individual routines and spatio-temporal trajectories in human mobility,Filippo Simini,ArXiv,2016,,,https://pdfs.semanticscholar.org/20f0/dfbf50504306894b59aafba1e7e8d96076de.pdf
,Luca Pappalardo,,,,,
Modelling the Spatial Patterns of Landscape dynamics : Review,Bharath H. Aithal,,2012,,,https://pdfs.semanticscholar.org/dc9e/da311de62724fb8f64d90c76d82fba8915b7.pdf
,T. V. Ramachandra,,,,,
Modelling the Spatial-temporal Movement of Tourists,J. Navarro Cecilia,,2007,,,https://pdfs.semanticscholar.org/570a/66fe39365c81d1932297679afd4e37aba6b4.pdf
Modern Electroencephalographic Assessment Techniques,Vangelis Sakkalis,Neuromethods,2015,,,http://doi.org/10.1007/978-1-4939-1298-8
Moving Object Trajectory Based Spatio-Temporal Mobility Prediction,Dong Fang,,2012,,,https://pdfs.semanticscholar.org/8fb6/e2fcff695108ca95f16d816cd3ffc3d98134.pdf
,Yifang Bang,,,,,
Moving Objects Analytics: Survey on Future Location & Trajectory Prediction Methods,Harris V. Georgiou,ArXiv,2018,,,https://arxiv.org/pdf/1807.04639.pdf
,Sophia Karagiorgou,,,,,
,Yannis Theodoridis,,,,,
Moving Objects Analytics: Survey on Future Location & Trajectory Prediction Methods,Harris V. Georgiou,ArXiv,2018,,,https://arxiv.org/pdf/1807.04639.pdf
,Sophia Karagiorgou,,,,,
,Yannis Theodoridis,,,,,
Moving Objects Analytics: Survey on Future Location & Trajectory Prediction Methods,Harris V. Georgiou,ArXiv,2018,,,https://arxiv.org/pdf/1807.04639.pdf
,Sophia Karagiorgou,,,,,
,Yannis Theodoridis,,,,,
Multi-robot odor distribution mapping in realistic time-variant conditions,Ali Marjovi,2014 IEEE International Conference on Robotics…,2014,1,,http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=6907398
,Lino Marques,,,,,
Neighbor Discovery for Opportunistic Networking in Internet of Things Scenarios: A Survey,Alexander Gluhak,IEEE Access,2015,,8,http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=7159017
,Klaus Moessner,,,,,
,Michele Nati,,,,,
,Riccardo Pozza,,,,,
,Stylianos Georgoulas,,,,,
Neural Networks for Multidisciplinary Approach Research,Alessandro Londei,,2013,,,https://pdfs.semanticscholar.org/acf2/8019ff0b12abc4372e12acc06ee08890960b.pdf
NextPlace: A Spatio-temporal Prediction Framework for Pervasive Systems,Andrew T. Campbell,Pervasive,2011,24,37,https://pdfs.semanticscholar.org/9a3a/508b33ae51b19ad1441e4a6604e1f89453f9.pdf
,Cecilia Mascolo,,,,,
,Mirco Musolesi,,,,,
,Salvatore Scellato,,,,,
,Vito Latora,,,,,
On Learning Prediction Models for Tourists Paths,Cristina Ioana Muntean,ACM TIST,2015,,,http://dl.acm.org/citation.cfm?id=2766459
,Fabrizio Silvestri,,,,,
,Franco Maria Nardini,,,,,
,Ranieri Baraglia,,,,,
On Learning Prediction Models for Tourists Paths,Cristina Ioana Muntean,ACM TIST,2015,,,http://dl.acm.org/citation.cfm?id=2766459
,Fabrizio Silvestri,,,,,
,Franco Maria Nardini,,,,,
,Ranieri Baraglia,,,,,
On querying and mining semantic-aware mobility timelines,Nikos Pelekis,International Journal of Data Science and…,2016,,,http://doi.org/10.1007/s41060-016-0030-1
,Stylianos Sideridis,,,,,
,Yannis Theodoridis,,,,,
On querying and mining semantic-aware mobility timelines,Nikos Pelekis,International Journal of Data Science and…,2016,,,http://doi.org/10.1007/s41060-016-0030-1
,Stylianos Sideridis,,,,,
,Yannis Theodoridis,,,,,
Online route prediction based on clustering of meaningful velocity-change areas,Antonio F. Gómez-Skarmeta,Data Mining and Knowledge Discovery,2016,,,http://doi.org/10.1007/s10618-016-0452-3
,Fernando Terroso-Saenz,,,,,
,Mercedes Valdés-Vela,,,,,
Online route prediction based on clustering of meaningful velocity-change areas,Antonio F. Gómez-Skarmeta,Data Mining and Knowledge Discovery,2016,,,http://doi.org/10.1007/s10618-016-0452-3
,Fernando Terroso-Saenz,,,,,
,Mercedes Valdés-Vela,,,,,
Optimized access point selection with mobility prediction using hidden Markov Model for wireless network,Khong-Lim Yap,2017 Ninth International Conference on Ubiquitous…,2017,,,http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=7993744
,Yung-Wey Chong,,,,,
Optimized access point selection with mobility prediction using hidden Markov Model for wireless network,Khong-Lim Yap,2017 Ninth International Conference on Ubiquitous…,2017,,,http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=7993744
,Yung-Wey Chong,,,,,
Physics of Socio-economic Systems Sectional Programme Overview Physics of Socio-economic Systems Physik Sozio-¨ Okonomischer Systeme (aksoe) Symposium: Structure Formation and Self-organization in…,Jean-Pierre Nadal,,2005,,,https://pdfs.semanticscholar.org/045d/3deb1bf376c800e8abbf2994ba589e8eabdf.pdf
,João Fabrício Mota Rodrigues,,,,,
,Stefano Battiston,,,,,
Predicting Citywide Crowd Flows Using Deep Spatio-Temporal Residual Networks,Dekang Qi,Artif. Intell.,2018,,,https://arxiv.org/pdf/1701.02543.pdf
,Junbo Zhang,,,,,
,Ruiyuan Li,,,,,
,Tianrui Li,,,,,
,Xiuwen Yi,,,,,
,Yu Zheng,,,,,
Predicting Citywide Crowd Flows Using Deep Spatio-Temporal Residual Networks,Dekang Qi,Artif. Intell.,2018,,,https://arxiv.org/pdf/1701.02543.pdf
,Junbo Zhang,,,,,
,Ruiyuan Li,,,,,
,Tianrui Li,,,,,
,Xiuwen Yi,,,,,
,Yu Zheng,,,,,
Predicting encounter and colocation events in metropolitan areas,Gian Paolo Rossi,ArXiv,2016,,,https://arxiv.org/pdf/1610.01790.pdf
,Karim Keramat Jahromi,,,,,
,Matteo Zignani,,,,,
,Sabrina Gaito,,,,,
Predicting taxi demand at high spatial resolution: Approaching the limit of predictability,Cláudio T. Silva,2016 IEEE International Conference on Big Data…,2016,1,14,http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=7840676
,Denis Khryashchev,,,,,
,Huy T. Vo,,,,,
,Juliana Freire,,,,,
,Kai Zhao,,,,,
Predicting the Spatio-Temporal Evolution of Chronic Diseases in Population with Human Mobility Data,Anastasios Noulas,IJCAI,2018,,,https://pdfs.semanticscholar.org/8a39/8433f38bb4a6029e932d156c649b4d355789.pdf
,Cecilia Mascolo,,,,,
,Enhong Chen,,,,,
,Xiao Zhou,,,,,
,Xing Xie,,,,,
,Yingzi Wang,,,,,
Predicting the Spatio-Temporal Evolution of Chronic Diseases in Population with Human Mobility Data,Anastasios Noulas,IJCAI,2018,,,https://pdfs.semanticscholar.org/8a39/8433f38bb4a6029e932d156c649b4d355789.pdf
,Cecilia Mascolo,,,,,
,Enhong Chen,,,,,
,Xiao Zhou,,,,,
,Xing Xie,,,,,
,Yingzi Wang,,,,,
Predicting the Spatio-Temporal Evolution of Chronic Diseases in Population with Human Mobility Data,Anastasios Noulas,IJCAI,2018,,,https://pdfs.semanticscholar.org/8a39/8433f38bb4a6029e932d156c649b4d355789.pdf
,Cecilia Mascolo,,,,,
,Enhong Chen,,,,,
,Xiao Zhou,,,,,
,Xing Xie,,,,,
,Yingzi Wang,,,,,
Prediction of User Mobility Pattern on a Network Traffic Analysis Platform,Haiyang He,MobiArch,2015,1,,http://dl.acm.org/citation.cfm?id=2795389
,Jie Yang,,,,,
,Jun Guo,,,,,
,Sheng Gao,,,,,
,Yuanyuan Qiao,,,,,
Prediction of User Mobility Pattern on a Network Traffic Analysis Platform,Haiyang He,MobiArch,2015,1,,http://dl.acm.org/citation.cfm?id=2795389
,Jie Yang,,,,,
,Jun Guo,,,,,
,Sheng Gao,,,,,
,Yuanyuan Qiao,,,,,
Privacy-friendly mobility analytics using aggregate location data,Apostolos Pyrgelis,SIGSPATIAL/GIS,2016,,,https://arxiv.org/pdf/1609.06582.pdf
,Emiliano De Cristofaro,,,,,
,Gordon J. Ross,,,,,
Privacy-friendly mobility analytics using aggregate location data,Apostolos Pyrgelis,SIGSPATIAL/GIS,2016,,,https://arxiv.org/pdf/1609.06582.pdf
,Emiliano De Cristofaro,,,,,
,Gordon J. Ross,,,,,
Privacy-preserving classifiers recognize shared mobility behaviours from WiFi network imperfect data,Brunilde Sansò,ArXiv,2018,,,https://arxiv.org/pdf/1807.06190.pdf
,Orestes Manzanilla-Salazar,,,,,
Privacy-preserving classifiers recognize shared mobility behaviours from WiFi network imperfect data,Brunilde Sansò,ArXiv,2018,,,https://arxiv.org/pdf/1807.06190.pdf
,Orestes Manzanilla-Salazar,,,,,
Rationality Analytics from Trajectories,Qiang Qu,TKDD,2015,,,http://dl.acm.org/citation.cfm?id=2735634
,Shuhui Wang,,,,,
,Siyuan Liu,,,,,
Rationality Analytics from Trajectories,Qiang Qu,TKDD,2015,,,http://dl.acm.org/citation.cfm?id=2735634
,Shuhui Wang,,,,,
,Siyuan Liu,,,,,
Recognizing Network Trip Patterns Using a Spatio-Temporal Vehicle Trajectory Clustering Algorithm,Hani S. Mahmassani,IEEE Transactions on Intelligent Transportation…,2018,,,http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=8082114
,Ying Chen,,,,,
,Zihan Hong,,,,,
Recognizing Network Trip Patterns Using a Spatio-Temporal Vehicle Trajectory Clustering Algorithm,Hani S. Mahmassani,IEEE Transactions on Intelligent Transportation…,2018,,,http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=8082114
,Ying Chen,,,,,
,Zihan Hong,,,,,
Relational Data Mining in the Era of Big Data,Annalisa Appice,A Comprehensive Guide Through the Italian…,2018,,,http://doi.org/10.1007/978-3-319-61893-7_19
,Donato Malerba,,,,,
